cefudec,cefudex,cefufer,cefuget,cefuker,cefumed,cefured,cefurex,cefusea,cefutex,cefuvex,cefuzel,cefuzen
beisartan,besartan,gensartan,leesartan,melsartan,neosartan,newsartan,telsartan,versartan,welsartan
bezogen,cefogen,fenogen,ferogen,hemogen,ketogen,levogen,renogen,senogen,vesogen
cefarex,cefavex,cefazex,cefevex,cefovex,ceftrex,cefudex,cefurex,cefutex,cefuvex
cefulab,cefulax,cefumac,cefumax,cefupak,cefurax,cefutam,cefutaz,cefuxal,cefuxan
ketohab,ketolac,ketoman,ketomax,ketonav,ketorac,ketoran,ketosan,ketoxam,ketozar
cefarex,ceftrex,cefudex,cefurax,cefured,cefurex,cefurox,cefutex,cefuvex
geoxime,kelxime,kepxime,medxime,newxime,penxime,seaxime,terxime,zenxime
hydrobet,hydroden,hydrodex,hydrofer,hydromel,hydropel,hydroper,hydrovex,hydrozen
ketocid,ketodix,ketofix,ketolit,ketomin,ketomix,ketotif,ketovid,ketoxil
ketodol,ketojos,ketolon,ketonob,ketonol,ketonov,ketotop,ketoxol,ketozol
lavoxin,lefoxin,levocin,levofin,levorin,levotin,levoxid,levoxin,levoxina
parabam,parajaz,paramax,paranat,parasan,paratam,paraway,paraxam,parazar
paradex,parafer,paragen,parajen,paralex,paramed,paraver,parazel,parazen
tazobet,tazodec,tazofed,tazogen,tazoget,tazonex,tazopen,tazovee,tazovex
astagen,bitagen,butagen,catagen,cutagen,optagen,sitagen,vitagen
cefaden,cefagen,cefazen,cefegen,cefiden,cefigen,cefogen,cefuzen
cefudex,cefulax,cefumax,cefurax,cefurex,cefurox,cefutex,cefuvex
ciprobay,ciprojaz,ciprolax,cipromar,cipromax,cipronat,ciprosan,ciprotam
ketobet,ketoden,ketogen,ketolex,ketomed,ketonep,ketorex,ketovex
ketoden,ketogen,ketojun,ketolon,ketoman,ketomin,ketoran,ketosan
levobet,levocec,levocer,levogen,levomed,levomef,levores,levoxel
levocin,levocit,levofin,levorin,levoriz,levotin,levoxid,levoxin
acetadol,betadol,cetadol,cetamol,cetodol,cetradol,ketadol
aeprazole,esprazole,geoprazole,giprazole,goprazole,peprazole,zeprazole
aeprazole,esprazole,giprazole,goprazole,peprazole,viprazole,zeprazole
aeprazole,mepazole,meprazol,omeprazole,peprazole,qmeprazole,zeprazole
aviclav,axiclav,haiclav,mabiclav,paxiclav,raniclav,rapiclav
axiclav,coxiclav,goxiclav,paxiclav,roxiclav,vexiclav,voxiclav
betadol,betasol,cetadol,cetamol,ketadol,ketarol,retazol
cefaden,cefagen,cefamed,cefarex,cefavex,cefazen,cefazex
cefagen,cefegen,cefigen,cefogen,mefegen,sef3gen,zefegen
cefamed,cefdomed,cefpomed,ceframed,cefrimed,ceftamed,cefumed
cefarex,ceftrex,ceftrix,ceftrox,cefurax,cefurex,cefurox
cefazex,cefudex,cefurex,cefutex,cefuvex,cefuzel,cefuzen
cefotax,cefulax,cefumax,cefurax,cefutam,cefutaz,cefutex
cefuhil,cefumin,cefuvic,cefuvil,cefuvin,cefuxil,cefuxim
fadzole,haizole,jaczole,marzole,maxzole,panzole,ranzole
folicel,folifer,foligen,foliget,folijen,folimed,folimer
furoden,furogem,furogen,furomed,furonex,furoxen,furozep
ketodix,ketofix,ketolex,ketomax,ketomix,ketorex,ketovex
lavoxin,levocin,levofin,levorin,levotin,levoxin,lovorin
levocin,levofin,levorin,levoriz,levotin,levoxin,lovorin
muconil,mucopid,mucoriz,mucosil,mucosin,mucotil,mucovin
neurobe,neurofed,neurokem,neurolem,neurolev,neuromed,neuromet
neurobiz,neurocil,neurolin,neurolit,neuroliz,neurovit,neuroxin
nicarden,nicardin,nicargen,nicarpin,nicarsin,nicarson,nicarvin
aerolac,dyrolac,eurolac,marolac,sorolac,zirolac
diclogen,dicyclogen
diclomet,vilomet
diclomin,diclosil
diclomin,dilomin
diclon,diclox
diclophil,diclosil
diclophil,micophil
diclosafe,diclosaph
diclosea,diclosil
diclosil,diclotol
diclosil,diflosid
diclosil,myclosil
dicofen,finofen
dicymed,docemed
differin,dimerin
diflosid,difluvid
digamex,dilahex
digamex,sugamex
digamex,vigamox
digestron,gestron
dihesin,dimerin
dilabloc,nicabloc
dilamine,dilomin
dilantin,vilaptin
dilomin,dolowin
dimecef,numecef
dimerin,dimezine
dimezine,nimedine
dinclav,mixclav
dinosed,dinoxef
dinosed,diosmed
diodox,fildox
diohes,diphex
diosmed,diosper
diosper,diuspec
diovac,diovan
dioxel,doxel
dipamol,dubamol
diphex,diplex
dipinew,dopinem
diprolene,diprosone
dipronex,milronex
dirocet,dironest
disolf,disolv
disudrin,isucrin
disudrin,sinudrin
diucard,diucare
diucard,dobucard
diucard,duocard
dixin,edixin
dobucard,sobicard
dobufree,doxofree
dobugen,dopagen
dobukon,doxokon
dobulex,docelex
dobumax,dopamax
dobunex,doxinex
doburx,dobuts
dobusan,febusan
dobusenz,dopasenz
dobutam,dobutrim
dobutam,rocutam
dobutax,docetax
dobuvent,doxivent
dobuvent,soluvent
docaten,doceted
docaten,docvate
docaten,dolsten
docaten,dopagen
docaten,doxatin
docbeta,docetax
docbeta,golbeta
doccinc,golcinc
docebil,edocexil
docetax,docetaze
docetax,dolcetal
docifer,encifer
docifer,folifer
docinol,tocinox
docket,docmet
docmide,golmide
docnerve,gonerve
docvasc,docvate
docvate,golvate
doczidine,golzidine
dolcap,golcap
dolcetal,dolfenal
dolcetal,xolcetam
dolex,folex
dolotral,doltram
dolotral,zoloral
dolovit,dolowin
dolovit,doluvir
dolowin,dolpain
dolowin,zolodin
dolsaph,doxysaph
dolsaph,duasaph
doltrahex,doltraven
doltram,duotram
domidon,doxicon
dompan,dopan
domped,domper
domperaz,kompraz
dompesaph,dompesave
dompesave,omesave
domphil,domprix
domplux,domprix
donprazole,goprazole
dontazo,pantazo
dopabas,dopamax
dopacore,dopaqure
dopagen,duvagen
dopalink,doparine
dopalink,doxalin
dopamax,dopamet
dopamet,novamet
dopan,doxan
dopaqure,dopasur
doparine,doprina
dopine,dopinem
dopinem,dopirel
dopinem,doxinex
dopirel,doptrex
doptrex,dotrex
doptrex,hoftrex
dormazine,dormizin
dormazine,lorvazine
dormazine,somazine
dormizin,dormizol
dormizin,lormigin
dosetil,goxetil
dosin,duosin
dotilium,motilium
doxair,doxar
doxair,goxair
doxalin,doxtralin
doxalin,gobalin
doxan,doxar
doxan,doxin
doxan,oxan
doxatin,eloxatin
doxel,doxil
doxiclin,doxicon
doxicon,doxitom
doxicon,doxokon
doxid,doxof
doxie,doxtie
doxil,voxil
doximed,doximetz
doximed,doxinex
doxin,roxon
doxitom,moxitam
doxivent,maxivent
doxivent,rogivent
doxocare,duocare
doxofix,doxofyr
doxokem,doxokon
doxokem,doxykam
doxoprim,doxopro
dracenax,racelax
dramelin,tramalin
drazone,grazine
drazone,triazone
drenex,drinex
drexabion,retabion
drexamol,drexaral
drexclo,trexglo
drixine,obixine
drixine,uroxine
drocort,tricort
drofepen,romepen
droxiderm,droxiem
droxiem,profiem
droxiem,roxiem
duactam,durotam
duasaph,oxasaph
duavent,fulvent
dubamol,durazol
dumparin,nuparin
dumparin,tamparin
duocare,ifocare
duoclav,duotrav
duoclav,duoxiclav
duoclav,euroclav
duodair,duodart
duodart,duokast
duokaz,duomax
duolin,duosin
duomax,sulmax
duosan,duosar
duosan,duosin
duotram,duotrav
duotram,durotam
durazol,urazole
durotam,furosam
dutaprost,lutaprost
dutarid,dutride
duvagen,duvamed
duvamed,guiamed
duvaprine,evaprine
dydrotone,hydrosone
dylan,dylax
dylan,mylan
dylax,xylax
dynacin,dynacof
dynacin,kanacin
dynacin,synazin
dynacof,myracof
ebaz,enaz
ebicox,emicox
ecobrox,lycobrox
ecolide,ecozime
ecolide,prolide
ecoxib,icoxib
ecozime,eroxime
ectomin,estamin
ectomin,extocin
ectomin,ketomin
edexin,edixin
edroxid,ledrocid
efcortin,erycortin
efcortin,medcortin
efergen,ferogen
efervit,ferovit
efervit,rafervit
efolate,folate
efolate,hemolate
efotin,epotin
efrizine,eurozine
efrox,etrox
elbacef,elbacet
elbacef,sulbacef
elbacet,eldicet
elbazid,elbazol
elbazol,elbazole
elceclor,eliclor
elcilin,excillin
elcilin,mucilin
electab,electral
electab,selectan
elevate,epolevate
eliacare,epicare
elica,olica
elicef,elifer
eliclor,elicort
eliclor,eliflox
elifer,epifed
elifer,relifer
eliflox,evoflox
eloprix,emlopril
eloxatin,plaxatin
elpidex,epidrex
elpitaz,japitaz
elvofix,evofix
emakast,seakast
emep,zemep
emeraz,empraz
emesidon,residon
emestal,emestane
emistop,vomistop
emitron,femmitron
emitron,revitron
emitrozole,metrozole
emitrozole,scitrozole
emixon,emoxin
emizole,esozole
emizole,gemzole
emizole,mizzole
emoclot,exaclot
emoclot,zeroclot
emoxin,hemoxin
empraz,ompraz
encrylin,endrolin
endrolin,nurolin
enduprin,endurpin
enercaps,enersaph
enervein,enervon
enervon,eperton
enervon,nervron
enhamox,ephalox
enhamox,euramox
enom,genom
enoxane,eroxene
enoxden,epoeden
entegard,entigard
eocet,eozet
eocet,eucet
eocet,rocef
eodex,eprex
eodilol,modilon
eoferon,moferen
eorubicin,rubicin
epcetam,epsytam
eperilife,erilife
epertocyn,eperton
ephree,phree
epiao,tpiao
epibloc,esobloc
epibloc,nevibloc
epicare,episave
epicare,vesicare
epimazol,esmazol
epirimed,piromed
epiven,epizen
epiven,epogen
epogen,espogen
eposid,eposis
eprex,oprex
eprohab,prohab
eprotex,eprozem
epsium,essium
equirab,equirox
erapin,erazin
erbinol,terbinox
ercef,ezcef
erdon,ergon
erecta,erecto
erexil,trexil
erge,ergo
ergo,ergon
ergo,mergo
ergojen,ergomet
ergomet,euromet
erlonib,erlonov
erlonib,erlotinib
ermoloc,esmobloc
eroxene,tromxene
ertax,retax
ertraxone,gentraxone
erysone,erytose
erysone,presone
escinal,respinal
escitadin,sitadin
esmegerd,omegerd
esmeron,neumeron
esoflux,evoflox
esomebloc,omebloc
esomep,esomex
esomex,esomexl
esonium,esoziem
espazol,esprazole
espogen,neupogen
esprocid,serocid
essencap,essencee
essof,essox
estolax,extopax
etamine,evazine
etamine,retamide
etamine,vexamine
etiriz,etirox
etirox,utirox
etoricon,etorigen
etoricon,toridon
etorifar,etorival
etorigen,etorikem
etorigen,vorigen
eucardipine,gocardipine
eucet,rucef
euchlor,penchlor
euformin,goformin
eufropin,exbropin
euramox,guiamox
euramox,supramox
eurivit,neurovit
eurocaine,eurozine
eurocor,metrocor
eurofen,eytofen
eurofen,iprofen
eurofen,neurofed
euroferron,iroferron
eurogyl,metrogyl
eurolac,fukolac
eurolev,euroserv
euromycin,romycin
euroserv,neuronerv
eurotrix,neurothix
evacaine,genvacaine
evacoxib,execoxib
evacoxib,nacoxib
evacoxib,retacoxib
evaprost,laprost
evaprost,novaprost
evatocin,extocin
evatocin,novatocin
evatran,hematran
evazine,levizine
evazine,novazine
evecitam,levecetam
evimox,scimox
evofix,evorox
evoflo,evoflox
evoflox,voflox
excelfin,excillin
excelox,excelta
excia,excita
excillin,gocillin
execard,execlar
execard,execore
exel,expel
exelfos,xelafos
exovell,nexavell
expel,expell
expel,xpel
eytofen,netofen
ezaller,loaller
ezcef,racef
ezetrol,jenetrol
ezetrol,ometrol
ezmol,ramol
falex,folex
famcin,vancin
faracit,faracox
faracit,farazid
faracit,parabit
faracox,farmclox
faracox,flamacox
faracox,paracon
farazid,oprazid
farexil,furexim
farmclar,farmclox
farzolid,fazolin
fasgesic,fastgenic
fastamol,vastamel
fazactin,tazacin
fazlin,fazolin
fazolin,fazonil
fazonil,tazonix
fazosaph,fefosaph
febrex,feburex
febrinil,furinil
febrolex,ibrolex
febuhil,febuphil
febuhil,feburic
febumax,feburex
febuphil,fexophil
febupro,febuxipro
feburex,feburic
feburic,fexuric
feburic,neburich
febustin,fenbussin
febuxostat,febuxtat
fedemol,lidemol
fedemol,medamol
fedgrel,medogrel
fedipin,fedpain
fedipin,fenitin
fedipin,kodipin
fedipin,neldipin
fedlexin,medilexin
fedroxol,ferosol
fedroxol,lebroxol
felizen,fenolizen
felostar,fenostat
feloxa,reloxa
feme,femme
femidine,fleridine
femzol,temsol
fenadef,fenahex
fenadef,kenaxef
fenal,fetnal
fenal,xenal
fenaway,hemaway
fenaxin,fenitin
fenaxin,feravin
fenaxin,gentaxin
fenaxin,trenaxin
fencare,flucare
fencid,fenxid
fencid,mencid
fendryl,ventryl
fenitin,fentin
fenitin,foxitin
fenlex,fenolex
fenlex,temlex
fennotol,fenosol
fenobac,fenobet
fenobac,fenogal
fenobet,renoket
fenoblast,fenofast
fenodix,ferondix
fenodix,ketodix
fenofadz,fenofast
fenoflex,sevoflex
fenogal,jenogab
fenogal,renoxal
fenogen,fenosyn
fenok,genom
fenok,tenol
fenolit,ferovit
fenolit,ketolit
fenolit,tenoliv
fenomel,zenomep
fenorix,senorin
fenosol,fenosyn
fenosol,venosolv
fenrus,ferus
fentalex,fentare
fentare,zentara
fentin,fentyn
fentin,jentin
feofer,geofer
fepim,zepim
feravin,terasin
ferazol,ferosol
ferazol,meprazol
ferbizin,terbifin
ferciplex,fortiplex
ferexime,flexime
ferexime,levexime
feri,heri
ferium,ferlum
ferlic,ferlin
ferlin,ferlum
fermacold,herbacold
fermatuss,serlatuss
fermoxil,feroxim
fermoxil,semoxil
ferobles,ferolem
ferobles,hemobles
ferolem,feroxim
ferolem,neurolem
feron,ferron
feronerv,neuronerv
feronerv,pronerv
ferose,ferosea
ferosol,zerodol
ferovit,feroxim
ferovit,furovint
ferowell,furowell
ferrate,ferrofate
ferrate,florate
ferricore,nervicore
ferrocap,ferronav
ferrocap,ferrucan
ferrofer,ferrogen
ferrolic,ferrovit
ferrovit,merrovid
fertimax,fortima
fertimax,furimax
ferus,feruz
feruvin,fetusin
fetusin,medusin
fetusin,ritusin
fevergan,fevergo
fevergo,severqo
fevgon,fevlon
feximwin,leximin
fexitas,flexipas
fexitas,fusitas
fexophil,rixophil
fexoxan,lexotan
fibranex,ibrunex
fibranex,micranex
filgra,filgria
finapros,finpros
finar,fixnar
finarid,finasia
finarid,minacid
finasia,xinisia
finazyl,firazyr
fincoline,vincolin
finiod,finmod
finmod,vinmox
firialta,prialta
fisartan,flosartan
fitex,virex
fixal,fozal
fixicon,fixigen
fixigen,fixupen
fixigen,foligen
fixigen,maxigen
fixotin,foxitin
fixotin,haxotin
fixx,fixxx
flacidon,flagidin
flagimax,logimax
flagyzole,flazole
flamacid,flamacox
flamacid,flemacin
flamacid,tramacid
flamicid,glomicid
flamitin,flumistin
flamizin,fluomizin
flamocare,kamocare
flamorel,flazomel
flanax,planax
flarex,florex
flarex,klarex
flavix,flavos
flavix,plavix
flaximed,floxamed
flazidem,glazide
flazidem,tazidem
flazole,flazomel
flechem,zolechem
flemacin,flemaliz
flemacin,plemasin
flemaliz,plemalis
flemex,flemux
flemex,formex
flemisten,flumistin
fleridine,floradine
flexfol,flexgel
flexfol,fleximol
flexfol,lexofol
flexicaz,flexicof
flexicaz,flexipas
flexicof,fleximol
flexime,fleximol
fleximol,flextamol
fleximol,reximol
flextamol,rextamol
flocip,floxil
floradine,florane
florane,florate
florate,floratil
floratil,floxacil
florqin,floxwin
flosartan,losartap
flosartan,neosartan
flosazin,floxazin
flosicron,folicron
flovomed,floxamed
flovomed,levomed
flow,flox
flox,iflox
floxagen,floxazin
floxamed,loramed
floxanav,floxanix
floxanix,floxavex
floxanix,loranix
floxavex,foxadex
floxazin,floxwin
floxel,floxil
floxiprime,meloxiprime
floxlevo,floxulev
floxulev,foxilev
fluaid,flukid
flubrex,lubrex
flucare,flunase
flucare,folicare
flucare,glucart
flucare,pluscare
flucilo,fluclox
flucilo,flutilon
fluclox,fulclox
fluclox,luclox
flucofarm,flucopharm
flucofarm,glucoform
fluconasaph,fluorasaph
flucopharm,mucopharm
fluczan,flustan
fludozine,fluocine
fluicin,fluocine
flumed,flumex
flumol,fluzol
flunase,flunasin
fluorasaph,lorasaph
fluorouxil,fluoroxil
flusaph,folisaph
flustan,forstan
fluxzol,fluzol
fluzel,fluzol
foceron,freeron
focid,fucid
focid,nocid
fola,zola
folacid,folcid
folacid,folicaid
folacid,loracid
folanes,folazen
foleq,foliq
folicap,folisaph
folicard,forcard
folicel,folivell
folicel,zolicef
folicon,folicron
folicon,folimom
folicon,valicon
folicure,moxicure
folid,gopid
folid,zolid
folife,folifer
folifer,fortifer
folifer,relifer
foliget,folitect
foliget,folivit
folikant,folitan
folimax,furimax
folimed,folineed
folimed,fulzimed
folinav,fosinar
folinova,roxinova
foliphil,fusiphil
folippex,folitrex
folisaph,moxisaph
folitan,forstan
folitrene,folitrex
folitrene,xoltrene
folivell,moxivell
folivin,folvin
folivit,foralivit
fonkodec,fonkopac
fonkonat,fonkopac
fopen,ropen
forcad,forcard
forcef,furcef
foremia,noremin
forfloz,moxfloz
formet,formex
forosa,toroda
forstan,ponstan
fortaxime,oraxime
forticrep,fortipred
fortima,forxiga
fortiplex,fortipred
forzid,forzin
forzid,korzid
fosap,fozal
fosfa,fosfo
fosfalex,fosfamer
fosfamer,fosfomed
fosinar,foskina
fosinar,fosular
fotaran,fotaxin
foxadex,moxidex
foxadex,zoladex
foxilev,moxilee
foxilev,proxilev
fredtor,predotor
freeron,pregeron
fretriaxone,protriaxone
frexim,furexim
frexim,trexin
frezitron,revitron
frixo,rixo
fromefen,romepen
froniplex,oniplex
fronzinc,renzinc
froxeta,trometa
frusemide,rosemide
fucibet,fuliget
fucicort,succicort
fucid,fucil
fucid,fusid
fucidin,fuvixin
fucidin,mucilin
fucidin,sulidin
fucon,fuson
fudion,fusion
fulcef,furcef
fulvast,fulvent
fulvast,fusovast
fulvenat,fulvent
fumicef,numecef
fungazone,furazone
fungicon,funxion
fungigen,fungisel
fungyst,fungysta
fura,furo
fura,vira
furazone,fyrazine
furenex,fusedex
furexim,zufrexim
furic,furix
furic,quric
furinil,furonix
furoden,ursoden
furogem,furosam
furogem,zuregem
furomed,furorad
furomed,furoximed
furomed,mucomed
furomidex,furoxide
furonova,furoxinova
furonova,ironova
furosan,ursosan
furoxinova,roxinova
fusiderm,mupiderm
fusifred,fusirid
fusinox,fusitop
fusinox,fuzinov
fusion,fuson
fusitas,fusitop
fusitas,musital
fustadin,quetadin
gabapex,gobapen
gabapex,radapex
gabarex,gabarx
gabasyn,gabatin
gabatin,gobalin
gabi,gabix
gablin,gavlin
gadimide,glimide
garacare,ipracare
garacare,paracure
garavee,paraver
garda,gardan
garda,varsa
gasaide,gastride
gascopan,gascosin
gasdone,gastome
gaspizole,rapizole
gastome,gastromec
gastorid,gosterid
gastride,gastrigel
gastrim,jestrim
gastrim,lavtrim
gastroban,gastromax
gastrocin,gastrosil
gastromec,gatsromec
gastrosaph,glytrosaph
gavamin,golamin
gavamin,livamin
gavixime,gavixone
gavixime,gofixime
gavixone,gidixone
gazgo,gazo
gazo,tazi
gecita,gemita
geedexin,gemhexin
gefitero,gemtero
gefonib,sefoxib
gefox,vecox
geltazine,mertazine
geltazine,xeltabine
gemazel,kemazol
gemcidex,gemcilex
gemhope,gemzole
gemhope,pemehope
gemicef,genecef
gemison,hemiron
gemison,regison
gemlife,gemsafe
gemzole,gomezole
genbitac,gencitav
genbloc,neobloc
gencitav,genclav
genclav,gloclav
genecar,genecef
genecef,zegecef
genheal,genteal
gensartan,punsartan
genstigmine,gostigmine
gentacid,retacid
gentam,ventam
gentambcin,gentamin
gentamin,gentamite
gentavin,ventavis
gentaxin,pentaxim
genteal,penthal
gentocin,zentrocin
gentracet,gentranex
gentranex,gentrobex
gentranex,kontranex
gentriaxone,gotriaxone
gentrine,gentrix
gentrine,zetrine
gentrix,geotrixx
genvit,tenvir
genzar,getzar
genzar,kenzar
genzith,janzith
geokast,geonyst
geomin,xeomin
geopride,goperide
geoxime,geoxone
geoxone,neoxane
gerdsol,gerdstop
gicefix,gicetir
gicefix,gracefix
giclav,giclaz
giclav,goclav
gicox,ginox
gicox,vicod
gidixone,gifixon
gidixone,gioxone
gidixone,nirixone
gifixon,sitixon
gigagas,micagas
giocillin,gocillin
giomox,gomox
giomox,guimox
girsofalk,ursofalk
gixime,gixone
glatimol,lutimol
gleeflor,gleefor
gleeflor,leeflox
gleezincd,gleezine
glencet,phencet
glevate,golvate
glibemide,glimide
glicamed,glicarex
glicamed,glinamet
glicamed,glucomed
glicamed,guiamed
glicarex,glimarex
gliclaprem,gliclapro
gliformin,goformin
glimarex,glimaryl
glimec,glimep
glimec,glivec
glimegen,glimesyn
glimegen,slimgen
glimegen,trimegen
glimide,golmide
glipdin,gliptadin
glipdin,iliadin
glipride,mipride
glitab,glitaz
glitab,goutab
glix,glixa
glix,klix
globapen,gobapen
gloclav,goclav
glomicid,glomicol
glomicid,loricid
glucart,glyhart
glucomed,glucomin
glucomed,glycomet
glucomed,mucomed
gluconil,muconil
glucopride,glucozide
glucosil,mucosil
glusimet,lupimet
glycemet,glycemin
glycemet,glycomet
glycomet,glyformet
glytrosaph,letrosaph
gmycin,mycin
gobalin,gobapen
gobalin,golamin
gobalin,gozolin
gobapen,romapen
gobapen,tobaren
gobroxol,goprofol
gobroxol,zobrixol
gocardipine,procardipine
goceft,gocet
gocetam,rocutam
gocetam,xolcetam
gocetax,goclitax
goclav,roclav
goclitax,maclitax
godazole,gomezole
godazole,gonidazole
godex,gosec
godiazine,gorizine
godine,lodine
gofepine,gozedine
gofibra,lofibra
gofixime,goroxime
gofurox,gozirox
gofuroxime,goroxime
gogout,logout
golactone,lactone
golafil,golamin
golafil,losafil
golamin,gopamine
golmide,golxine
golol,gomol
golvasc,golvate
golxine,soloxine
gomeprazole,goprazole
gomezole,omenole
gomezole,ramezole
gomol,gomox
gomox,gorox
gomucil,hemucil
gonazol,gotamol
gopamine,gopramide
goperamide,goperide
goperamide,gopramide
gopicin,gorocin
gopicin,goxitin
gopid,gropid
gopra,goprax
gopracid,gopramide
gopracid,oprazid
gopracid,zopracil
goprax,gotrax
goprazole,oprizole
goprofol,qprofol
gorizine,gortizone
gorocin,gozolin
gotamed,gotamol
gotamed,guiamed
gotaxone,novaxone
gotaxone,retaxone
gotirizine,metirizine
gotridine,gotrione
gotridine,motrigine
gotrione,guthione
goutnil,goutrol
goutrol,goxetrol
govent,hivent
govent,rovent
govir,lovir
govir,tovit
goxetil,goxetrol
goxetil,goxitin
goxetil,loxenil
goxetrol,ometrol
gozibact,gozinat
gozibact,povibact
gozidime,luozidime
gozidime,tazidime
gozimax,gozinat
gozimax,gozirox
gozinat,nozinan
gozirox,novirox
gozithran,gozithro
gozithran,zithran
gozolin,oxozolin
granon,tramon
gravitam,ravitam
grazine,razine
greatafil,retafil
grexone,presone
grexone,rexone
gribero,iritero
grovipen,groviton
groviton,groxitin
guardian,kardian
guiafem,guiamed
guiamed,triamed
guiamox,guimox
guthione,luthione
hacef,halcef
hacef,racef
haemorex,hemotrex
haiclav,healclav
haimax,hapimax
haizole,haizure
halonol,xalanol
hameron,hemiron
hamox,harox
hamox,himox
hamox,vamox
hapimax,rapidax
hapivir,hepavir
harline,pharmine
havidone,iovidone
haxim,haxon
hbsone,htsone
healthcare,healthgard
helizol,hovizol
hemacare,hemarate
hemacare,hemocare
hemacare,zemacarm
hemadone,zetadone
hemafer,hemanex
hemafer,hemofar
hemaflow,hemoglow
hemaflow,retaflow
hemanex,hemapix
hemapix,verapix
hemaplus,theraplus
hemarate,hemarife
hemarate,hemolate
hemasol,hemosolv
hemaway,memaray
hemiron,hemitan
hemiron,herixon
hemitan,hevitab
hemobas,hemobles
hemobas,hemofar
hemocare,hemofar
hemofar,hemoflaz
hemogen,temoget
hemoglow,humoglob
hemonid,rimonid
hemosdin,hemostan
hemostan,merostan
hemostan,remoston
hemotrex,pemtrex
hemovin,metovin
hemoxane,hemoxin
hemoxin,opmoxin
hensetron,onsetron
hentaxel,intaxel
hentrozole,metrozole
hentrozole,pantrozole
hepabil,reparil
hepadur,hepavir
hepamed,hepavid
hepamed,herbamed
hepamed,hypomed
hepavir,lepravir
heragest,nervagest
herbakid,herbakof
herbakid,herbamed
herblock,hiblock
hersolin,ursolin
hertumab,herzuma
hevitab,levitar
hevitab,pecitab
hexamet,humamet
hexavir,hexaxim
hexavir,nexavar
hexaxim,zefaxim
hexin,mexin
hextan,hextar
hibor,mibor
higesic,higestic
himox,imox
hirafen,histafen
hirafen,hydrafen
hirafen,miraden
hirafen,zimafen
histacet,histacort
histagic,histaril
histalev,histanov
histamox,vistamox
histarex,histaril
histarex,nystarex
histazine,histazyn
histazine,vastazine
hivar,hizar
hiza,hizar
hiza,liza
hovicor,hovizol
hovicor,morvicor
hovizol,novazol
hovizol,zovixol
hyacare,hyavane
hyasod,hylasod
hybrin,hytrin
hycornate,hyzonate
hycort,hyocort
hycortil,lycortis
hydenex,sydenhex
hydomet,hypomed
hydomet,thylomet
hydralex,hydramax
hydralex,hydriclex
hydrax,hydrex
hydril,hypril
hydrocent,hydrovint
hydrochem,hydrophen
hydrodav,hydroxal
hydroper,hydrospor
hydrovil,hydrovint
hyklor,zyklor
hyocin,hyovin
hyocort,zymocort
hyogen,hyopen
hyogen,hyphen
hyomed,hypomed
hyopan,hyopen
hyopen,hypen
hyoschem,hyosphen
hyoscipan,hyospan
hyospan,hyosphen
hyospan,hyostar
hyostar,urostar
hypen,hyphen
hypen,xypen
hyperest,hypervit
hypermox,hyperzol
hypharin,sapharin
hypomed,pyromed
hypro,zypro
hytrin,hytrix
iadin,isdin
ibles,inlex
ibracor,tobracor
ibrolex,ibrunex
ibuprofen,iprofen
icaf,ican
ican,icon
ican,ivab
ican,oxan
icon,icox
icon,ocin
icox,ifos
icoxib,ricoxib
idelara,stelara
ifocare,infacare
ifocare,ironcare
ifocare,timocare
ikshadex,ikshamox
ikshamox,ikshatob
iliadin,olzadin
imatech,ometech
imatig,imatim
imatinate,imaviate
imatrop,ivatrol
imaviate,imavitae
imixime,ivipime
imixime,sitixime
imlastin,simvastin
immucap,immucee
immucee,immunec
immuforte,immunforte
immumax,immunix
immunavit,immunovit
immunec,immunix
immunocep,immunorel
immunosin,immunostan
immunosin,immunovit
immuntab,immutab
imotab,isotab
impodex,ipodex
imsolone,kidsolone
imtec,simtec
imuncare,ironcare
incalin,ipralin
incobal,zecobal
incobal,zincoral
indacin,indirin
indacin,kodacin
indanox,ondenox
indelol,inderal
indelol,lindell
inderal,indirab
indimax,indirab
indirab,indirin
indirin,minirin
infacare,ipracare
infacare,zinacare
infamix,infavit
infavit,zincavit
infeclav,inoclav
infeclav,rifeclav
infexin,vinlexin
ingafol,megafol
ingesta,linesta
inofar,inozar
inoflox,winaflox
inovit,irovit
intaxel,unitaxel
intramol,ultramol
iopamedix,olamedix
ioprost,laprost
ioprost,myoprost
ipodex,irodex
ipracare,piptacare
ipraden,ipralin
ipraden,ipravent
ipraden,miraden
iprafer,parafer
ipralin,iprocin
ipralin,piprazin
ipramed,ipramide
ipravent,loravent
iprin,ziprin
iprocin,iprofen
iprocin,procin
iprofen,koprofen
iprofen,profen
iracet,qracet
irbecard,irbefar
irbedenz,irbegen
irbefar,irbetan
irbegen,irbemed
irbegen,rabegen
irbekon,irbenox
irbemed,orfemed
irbemed,rabemed
irbovel,irnocel
irebene,pirubene
