Brand Name,Confusible,label
Cordizar,Tazidem,u
Geozit,Piperwell,u
Pneumocon 13,Myrevit-B Forte,u
Klomif,Esmazol,u
Biozart 50,Taksorbet,u
Levesaph,Valcef,u
Tramicet,Nature-E,u
Klomif,Medicol I-400,u
Ironse,Flammasul,u
Telday H 80/12.5,Belara,u
Twinrix Adult,Zobexelle,u
Zantol,Parkimet CR,u
Clopres,Trimevasc,u
Acetyphil,Zithrovic,u
Saphciferol-2000,Hematozol 50,u
Apilone,Uriflo-D,u
Mupifer-C,Asterol,u
Maxi-Peel Solution No. 4,Saver Select,u
ARB,Prixanep-500,u
Lotrilip,Ceftris,u
Nizoled-600,Ceftris,u
Pantin 40,Amlobloc Duo,u
Vesogen,Clonisaph-Inf,u
Risek 40,Diflu,u
Xet 20,Pemtero 500,u
Esmazol,Bico-120,u
Cortef-250,AFM,u
Cefukon-DS,Voricoz,u
Thiosol,Lexib,u
Saphmirate-T50,Portemp,u
Glyhart,Vomivert,u
Cistovent,Ezz-C,u
Stanis,Elifer,u
Exalac,Multibet Plus,u
CEFTAZIDEN,Folironplex,u
Maxitron,Ivtig,u
Anplat,Florvast 80,u
Alsea-E,Benace,u
Emzart 80,Asvimol,u
Eslo 20,SPIRE,u
Vesogen,Saphmustin,u
Saphixime 200,Tylin,u
Gliflomet 1000 + 10,Ivtig,u
Welzpime 1000,Levesaph,u
Clavaxie 312.5 DT,Zeenate,u
Pranol,Parkimet CR,u
Complivit Plus,Mucolyptus,u
Tramicet,Norash,u
Rozuhil-20,Histacort,u
Nizoled-600,Ursodynova 300,u
Vigadexa,GOMILLIN 500,u
Ursodynova 300,Goxsime IV,u
Cerin-250,Xafariv 15,u
Multibet Plus,Lotrilip,u
Zitabin-200,Maxitron,u
Xylocare,Gompsul 750,u
Prazobac,Elifer,u
Taksorbet,Roxxin,u
Biozart 50,Gastrosaph,u
EC-Vit,Sofenac,u
Omnicure-1,Rabaphen,u
Gompsul 750,Irebevex 150,u
Maalum,Aperusvit F,u
Mepracid 40,Insulyf-30/70 (Biphasic),u
Saphmirate-T50,Rabaphen,u
Capeceen,Cilosol 50,u
Diakon MR,Ivtig,u
OTOFLOX,Irbenov-300,u
Piperwell,Nervilor 150,u
Amlocare Plus,Metacartin,u
Ibles,Maxi-Peel Solution No. 4,u
Levesaph,Medicol I-400,u
Prixanep-500,Kedar,u
Hinuron-E,Nicaright,u
Sybromex,Coxigen-60,u
Ecolide,Malapine-10,u
Hematozol 50,Cefohab,u
Elifer,DAPA-5,u
Cortef-250,Paraflu,u
Andros,Sulbacin 0.75,u
Telday H 80/12.5,ARB,u
Erlocip 150,Zincsulsaph,u
Decolgen,Hyolax,u
Propravest,Tylin,u
SPIRE,Mepracid 40,u
Atorsaph,Flammasul,u
Onecure,Avax,u
Dexplatin,Gabasyn,u
Capeceen,Xephyra 30,u
Vigadexa,Anifer,u
Zincsulsaph,Saphmustin,u
Glyhart,Ironse,u
Multibet Plus,Tazidem,u
Remicade,Relzin,u
AMSUL,OTOFLOX,u
Torval-80,Goxy Inj,u
Irbenov-300,Powermint,u
Medicol I-400,Capeceen,u
Lotrilip,Giran-16,u
Clavxytin,Sildiaz,u
Symdex-D Forte,Josilvite,u
Amtacil,Goxsime IV,u
Pemtero 500,Hematozol 50,u
Saphmirate-T50,Prozin,u
Gofuroxime,Depamax,u
Hycortil,Trimevasc,u
Transmetil,Pentaglobin,u
Oxamax 500,Mepracid 40,u
Epribenz-10,Cosimetz,u
Valazyd AM 10/160,Pantopraz IV,u
BRILIPAN-20,Taksorbet,u
Naabak,Syngly-4,u
Obrex,Lovaz,u
Emizole,Bluecozone,u
Euromycin,Dorexcef,u
Euromycin,Complivit Plus,u
Martham,Cordizar,u
Kodex,Brexi 0.5,u
Simbrinza,Strocit 4 mL,u
Glyhart,Medzotam,u
Colvan,Fendexi,u
Lox,Pemtero 500,u
Bronchonov,Saphylline,u
Extocin,Unotation,u
Lotadim,Coxigen-60,u
Cilosol 50,Angimet,u
Muconil,Elifer,u
Xephyra 30,Varivax,u
Aperusvit F,Duphalac,u
Folart,Talafil,u
Cefohab,Pranol,u
Latosil,RegiCee,u
Roxxin,Indirab,u
Bronchilax,Vomivert,u
Alsea-E,Mupisur,u
Asvimol,Ketroxen,u
DAPA-5,HES-130,u
Zerone-Sul,Linesave,u
Irebevex 150,Risek 40,u
Belara,Cosimetz,u
Gompsul 750,Hinuron-E,u
Torval H 320/12.5,Livamin,u
Norash,Ketomitab,u
Lexib,Ivtig,u
Coxigen-60,Tramicet,u
OTOFLOX,Clavxytin,u
Livertiale,Feona FZ,u
Moxinova CV,Bico-120,u
Torval-80,Colvan,u
Xafariv 15,DAPA-5,u
Aperusvit F,Parkimet CR,u
Emzart 80,Lozamex,u
Pemtero 500,Muskelax,u
Avax,Martham,u
Acetaffein,MON-G C,u
Saphixime 200,Bactezole,u
Angimet,Taksorbet,u
Thiosol,Alsea-E,u
Myrevit-B Forte,Uriflo-D,u
Genoxiclav,Cefohab,u
Thiosol,Exalac,u
Saphciferol-2000,Insulyf-30/70 (Biphasic),u
Zefifarm,Asterol,u
Cerox,Gompsul 750,u
CEFTAZIDEN,Fedpain,u
Pantin 40,Livertiale,u
Complivit Plus,Oxamax 500,u
Tylin,Dafenac,u
Anifer,DARYTH,u
Asvent,Zyrova 20,u
Zantol,Pause 500,u
Saver Select,Rozuhil-20,u
Dimetapp DM Cold and Cough Elixir (Colour Free),Normabrain-800,u
Powermint,Prebamin 150,u
Neurophrine,Naphcon-A,u
Medifortan-C Plus Zinc,Floxsafe,u
Amlobloc Duo,Saphmirate-T50,u
Valazyd AM 10/160,SPIRE,u
Paraflu,Zitabin-200,u
Silbecor,Milgesic Forte,u
Amapine V 5/160,Silgram,u
RegiCee,Pause 500,u
Lotadim,Bactezole,u
Zylura 80,Torval H 320/12.5,u
Fulzimed,Saphmustin,u
Livamin,Ampic-500,u
Histakon,Hepamedica,u
Rixan 20,Regivell,u
Insulyf-30/70 (Biphasic),Brexi 0.5,u
Cefukon-DS,Cefolic,u
Kedar,Levesaph,u
Hepses,Cerox,u
Udcapro,Beralipids,u
Belara,Voricoz,u
Axbin,Propravest,u
Fendexi,Endosine,u
Eracef-S,Diflu,u
Zithrovic,CFX-200,u
Syngly-4,Irbevex 300,u
Polynerv 1000,Drexabion,u
Amtacil,Epribenz-10,u
Cefitrene 100,Clopres,u
Mupifer-C,Atropos,u
Asterol,Udcapro,u
Essenscents,Nebstyle 5,u
Roxxin,Insulyf-30/70 (Biphasic),u
Plogrel,Zitabin-200,u
Lotadim,Tractoban,u
Asvent,Avator,u
Zenkast,Udcapro,u
Silbecor,Elifer,u
Forair 250 DPI,Frenvo,u
Frenvo,Essenscents,u
Metacartin,Fendexi,u
Hyolax,Lexib,u
Mupisur,Valcef,u
Capeceen,Saphylline,u
Procee Plus,Cefukon-DS,u
Cordizar,Dexplatin,u
Tacroz Forte,Zobexelle,u
Amlobes,Clavxytin,u
Silgram,Asvent,u
Silbecor,Anifer,u
Acetaffein,Normabrain-800,u
Kingfloxin,Cosimetz,u
Extocin,Kedar,u
Extocin,Livertiale,u
Epribenz-10,Lox,u
Roxime,Geozit,u
Kingfloxin,Moxinova CV,u
Metacartin,Anifer,u
Monphevin,Lovaz,u
DIPP-4 PLUS,Awanay Forte,u
Nulong 10,Fevaxid DS 250,u
Klomif,Zincsulsaph,u
Nature-E,Zincsulsaph,u
Lozamex,Risek 40,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Diclonac,u
Zobexelle,Docxol,u
Zefifarm,Genoxiclav,u
Myrevit-B Forte,Ezz-C,u
Dimetapp DM Cold and Cough Elixir (Colour Free),Ketomitab,u
Propravest,Frenvo,u
Pause 500,Voriz,u
Pantopraz IV,Vancokin,u
Fendexi,Martham,u
Hepses,Eslo 20,u
Saver Select,G-PRAZ,u
Profmax,Pentaglobin,u
Indirab,Feona FZ,u
Simbrinza,Pregalife,u
Ekosart,Dexplatin,u
Linesave,Cilosol 50,u
Martham,Robitussin EX,u
Engerix B,OTOFLOX,u
Goxsime IV,Epribenz-10,u
Essenscents,Zudicort,u
Saphylline,Olangem OD 20,u
Risek 40,Muskelax,u
Haruvita,Euroxime,u
Tres,Depamax,u
Frenvo,Livamin,u
Cosimetz,Fixcure,u
Huanopril,Geobactam-1.5,u
Robitussin EX,Pranol,u
Glimesaph T4,Nizoled-600,u
Thiosol,Rixan 20,u
Fulzimed,G-PRAZ,u
Mupifer-C,Drexabion,u
Pentaglobin,Coxigen-60,u
Nizoled-600,Valcef,u
Exalac,OTOFLOX,u
Tiradol,Piperwell,u
CIFREM,Normabrain-800,u
Xylocare,Sinustap,u
Ammocil,Apilone,u
Cefiden,Uriflo-D,u
Clonisaph-Inf,Irebevex 150,u
Cerin-250,Flovidiazine,u
Feravin,Dorexcef,u
Plasid,Vancokin,u
Zefifarm,Depamax,u
Essenscents,Zenkast,u
Naabak,Bacracil,u
Pantin 40,Fevaxid DS 250,u
Saphmustin,Voltaren Emulgel 12 Hours,u
Ipracare,Coxigen-60,u
Anifer,Ekosart,u
Ecolide,Amidozil,u
Hepses,Rondvit Plus C,u
Glyhart,Clavaxie 312.5 DT,u
Complivit Plus,Urogen,u
Multibet Plus,Olzitec,u
Emzart 80,Cordizar,u
Avax,Dilantin,u
ARB,Beralipids,u
Anifer,Ibles,u
Cefolic,Pregalife,u
Symdex-D Forte,Asterol,u
Amikate,Enervon C,u
Profmax,Aziro-500,u
Indirab,Klomif,u
Rozuhil-20,Meditrexed-500,u
Mupisur,Powermint,u
Acecof,Oxamax 500,u
Ceftris,Neurophrine,u
Julitam I.V.,Monphevin,u
Ranipen,Orfemed,u
Latosil,Glocare Plus,u
Fedpain,Amidozil,u
Sofenac,Diakon MR,u
Olangem OD 20,Torval H 320/12.5,u
Gotazo IV,Drenex,u
Prazobac,Andros,u
Tiradol,Stanis,u
Brexi 0.5,G-PRAZ,u
Cefitrene 100,Acetyphil,u
Multibet Plus,Pio-Source,u
Parkimet CR,Uriflo-D,u
Zolvar,Robitussin EX,u
Acetaffein,Vigadexa,u
Tigilyn,Metacartin,u
Tigilyn,Decolgen,u
Mupifer-C,Emizole,u
Clavaxie 312.5 DT,Amlocare Plus,u
Cefolic,Nulong 10,u
Eracef-S,Ivtig,u
Transmetil,Eracef-S,u
Naabak,Bico-120,u
DIPP-4 PLUS,Rotoket,u
Nazogen,Tazidem,u
Benace,Saphixime 200,u
XAMIOL,Zerone-Sul,u
Pregalife,Gastrosaph,u
Parabufen,Irbevex 300,u
Accetaxime,Urogen,u
Onecure,Kodex,u
CEFTAZIDEN,Atropos,u
Mentra 10,Orfemed,u
Amlobes,Naphcon-A,u
Aldic,Diclonac,u
Dorzodin Plus,Ironse,u
Sanoxime,Aperusvit F,u
HES-130,Hyolax,u
Hepses,Martham,u
Zudicort,Euroxime,u
Atussin,Dafenac,u
Linesave,Josilvite,u
Asvimol,Medzotam,u
Rondvit Plus C,Muconil,u
G-PRAZ,Indirab,u
Erlocip 150,Hematozol 50,u
Metacartin,Naphcon-A,u
Ecolide,Zobexelle,u
RegiCee,Roxime,u
Avax,Muconil,u
Omnicure-1,Folironplex,u
Endosine,Uriflo-D,u
Clonisaph-Inf,Xaroban,u
Emepraz-40,Nervilor 150,u
Myrevit-B Forte,Benace,u
Prozin,Glyhart,u
Klomif,Glocare Plus,u
Kodex,Hematozol 50,u
Exalac,Nature-E,u
Emepraz-40,Nicaright,u
Diflu,F-ZEEN,u
Torval H 320/12.5,Zenkast,u
Cetirid,Fixcure,u
Kingfloxin,Ezz-C,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Norash,u
Amlobloc Duo,Taksorbet,u
Zylura 80,Zantol,u
Onecure,Esmazol,u
Risek 40,Ibles,u
Mucolyptus,Alsea-E,u
Mentra 10,Lozamex,u
Obrex,Zantol,u
Preven-Z Gold,Pause 500,u
Paraflu,Fendexi,u
Procee Plus,Eye Glo Relief,u
BRILIPAN-20,Histacort,u
Ambrogen,Zefifarm,u
Clonisaph-Inf,Monphevin,u
Andros,Hycortil,u
Amtacil,Mucoriz,u
Glimesaph T4,Cefitrene 100,u
AMSUL,Glimesaph T4,u
Oxalivid 100,Sulbacin 0.75,u
Udcapro,Metacartin,u
Goxsime IV,Cistovent,u
Zitabin-200,Parabufen,u
Gabasaph-300,Lozamex,u
Medwin,Saphciferol-2000,u
Medifortan-C Plus Zinc,Plogrel,u
Huanopril,Gliflomet 500 + 5,u
Hycortil,Medicol I-400,u
Zitabin-200,Saphixime 200,u
Gofuroxime,Varivax,u
Zudicort,HES-130,u
Ibles,Platikon,u
Flazole,Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),u
DAPA-5,Prixanep-500,u
Medwin,Qortisol,u
Feona FZ,Geobactam-1.5,u
Insulyf-30/70 (Biphasic),Parabufen,u
Ipracare,Benace,u
Histacort,Profmax,u
Vertisaph-8,Mupisur,u
Olangem OD 20,DARYTH,u
Tigilyn,Frenvo,u
Muconil,Naphcon-A,u
Hinuron-E,Uriflo-D,u
Olangem OD 20,Nizoled-600,u
Parabufen,Silgram,u
Diakon MR,Milgesic Forte,u
Kingfloxin,Saphmirate-T50,u
Pause 500,Ketroxen,u
Enervon C,Zithrovic,u
Zeenate,Zerone-Sul,u
Bronchilax,Voltaren Emulgel 12 Hours,u
HES-130,Ampic-500,u
Prozin,Cerin-250,u
Qortisol,Lotrilip,u
Flovidiazine,Pregalife,u
Myrevit-B Forte,Amapine V 5/160,u
Emizole,Benace,u
Decolgen,Diakon MR,u
Torval-80,Zincsulsaph,u
Haruvita,Duphalac,u
Bactezole,Acrolim 0.1,u
Preven-Z Gold,Triloupe,u
Rabaphen,Decolgen,u
Insulyf-30/70 (Biphasic),Docxol,u
Orfemed,Gem Pan 1000,u
Angimet,Apilone,u
Arcimet,CEFTAMED,u
Talafil,Providol,u
Mepracid 40,Mentra 10,u
Brexi 0.5,Rifoxane,u
Uriflo-D,Onecure,u
SPIRE,Drexabion,u
Saphylline,Dorzodin Plus,u
Gliflomet 500 + 5,DARYTH,u
Ampisulmax,Ketodix,u
Esmazol,CEFTAMED,u
Transderm-Nitro 5,Gofuroxime,u
Silgram,Bronchonov,u
Kingfloxin,Zobexelle,u
Pantin 40,Remicade,u
Zylura 80,Voltaren Emulgel 12 Hours,u
Klomif,Platikon,u
Emizole,Mucolyptus,u
Prebamin 150,Neo-Synalar 10,u
Coxigen-60,Nulong 10,u
Geobactam-1.5,Powermint,u
Duphalac,Insulyf-30/70 (Biphasic),u
Cefohab,Cosimetz,u
Preven-Z Gold,Levesaph,u
Avax,Sanoxime,u
Prazobac,Irebevex 150,u
Bacracil,Xylocare,u
Irbenov-300,Histacort,u
Atropos,Norash,u
Telday H 80/12.5,HAPI-C + Z,u
Nervilor 150,Piorance-15,u
Stanis,Ketroxen,u
Maxi-Peel Solution No. 4,Cavsamir,u
Zenkast,Enervon C,u
Emizole,Prixanep-500,u
Kedar,Nature-E,u
Vomivert,Forair 250 DPI,u
Alozure,Dexplatin,u
Roxime,Medicol I-400,u
Folironplex,Floxsafe,u
Sinustap,Apilone,u
Histacort,Esmazol,u
OTOFLOX,Olandus ODT 5,u
Trimevasc,Axbin,u
Providol,Zyrova 20,u
Syngly-4,Prozin,u
Apilone,Welzpime 1000,u
Dafenac,Stanis,u
Profmax,Eracef-S,u
Rifoxane,Metdazid,u
Exalac,Talafil,u
Luzinc,Essenscents,u
Vigadexa,Telfast,u
Tractoban,Zeenate,u
EC-Vit,Fevaxid DS 250,u
Cefukon-DS,Fevaxid DS 250,u
Siderfol,Obrex,u
Aperusvit F,Josilvite,u
Ammocil,Zobexelle,u
Monphevin,Telday H 80/12.5,u
Thiosol,Giran-16,u
Zylura 80,Atorsaph,u
Sybromex,Genoxiclav,u
Tigilyn,Alozure,u
Acetyphil,Clofina,u
Voltaren Emulgel 12 Hours,Multibet Plus,u
Silbecor,Depamax,u
RegiCee,Emepraz-40,u
Sybromex,Nature-E,u
Clavxytin,Roxime,u
Vancokin,Bronchonov,u
Gliflomet 500 + 5,Lexib,u
Hepses,Saphixime 200,u
Brexi 0.5,Multibet Plus,u
Triloupe,Valcef,u
Zobexelle,Torval H 320/12.5,u
Saver Select,DAPA-5,u
XAMIOL,Coxigen-60,u
Nutri-Aid,Piperwell,u
Ceftris,Gliflomet 500 + 5,u
Talafil,Silbecor,u
Silbecor,F-ZEEN,u
Ezz-C,Amlobes,u
Goxsime IV,Ekosart,u
Robitussin EX,Siderfol,u
Fixcure,Talafil,u
Pranol,EC-Vit,u
Amlocare Plus,Fulzimed,u
Avator,Khrizcopan 10,u
Clonisaph-Inf,Indirab,u
Livamin,Cortef-250,u
Robitussin EX,Hepses,u
Elifer,Cavsamir,u
Cistovent,Haruvita,u
Cefohab,Euroxime,u
Asvent,SPIRE,u
Ivtig,Biozart 50,u
Nervcedil,Zerone-Sul,u
Twinrix Adult,Flammasul,u
Amlobes,Amlocare Plus,u
Pneumocon 13,Remicade,u
Beralipids,Ivtig,u
Biozart 50,Regivell,u
Ezz-C,Emizole,u
Ivtig,AFM,u
Latosil,Geobactam-1.5,u
Ivtig,F-ZEEN,u
Zefifarm,Hycortil,u
Euroxime,Urogen,u
Atorsaph,Vomivert,u
Diflu,Zithrovic,u
Atussin,Strocit 4 mL,u
Metdazid,Alsea-E,u
Risek 40,Accetaxime,u
Dexplatin,Apilone,u
Flucopharm,Prazkon,u
Pio-Source,Talafil,u
Norash,Zolvar,u
Zithrovic,Amlobloc Duo,u
Bronchonov,Glimesaph T4,u
Telfast,Diabee,u
Clavaxie 312.5 DT,Dimetapp DM Cold and Cough Elixir (Colour Free),u
Ketodix,Cetirid,u
Roxxin,Euromycin,u
Latosil,Gem Pan 1000,u
Amlobes,Kedar,u
Amlobes,Sildiaz,u
Huanopril,Nutri-Aid,u
Martham,Eracef-S,u
Propravest,Gastrosaph,u
Paraflu,Ivtig,u
Parkimet CR,Levesaph,u
CIFREM,Medicol I-400,u
RegiCee,Elifer,u
Transderm-Nitro 5,Awanay Forte,u
Naphcon-A,Cistovent,u
Gem Pan 1000,Carbastal,u
Hepamedica,Haruvita,u
Varivax,Zudicort,u
Epribenz-10,Prazobac,u
Norash,Maalum,u
Xephyra 30,Zolid Plus,u
Angimet,Martham,u
Strocit 4 mL,Histakon,u
Atropos,Silgram,u
Mentra 10,DIPP-4 PLUS,u
XAMIOL,Telminex-80,u
GOMILLIN 500,Rozuhil-20,u
Xephyra 30,Complivit Plus,u
Engerix B,ESSENCEE,u
Ketomitab,Roxime,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Brexi 0.5,u
Prozin,Olangem OD 20,u
Coxigen-60,Eslo 20,u
Stanis,Nervilor 150,u
Acetaffein,Flucopharm,u
F-ZEEN,Asvent,u
Pio-Source,Hepses,u
Ipracare,Diclonac,u
Normabrain-800,Irbenov-300,u
Norash,Gem Pan 1000,u
Amlocare Plus,Taksorbet,u
Norash,Triloupe,u
Anifer,Alozure,u
Simbrinza,Cetirid,u
Erlocip 150,Zolid Plus,u
Talafil,Arcimet,u
Anifer,Ezz-C,u
Dilantin,Nicaright,u
Plasid,Vertisaph-8,u
Acetyphil,Clopres,u
ESSENCEE,Pio-Source,u
Uriflo-D,Zeenate,u
Vomivert,Unotation,u
Asvent,Irbenov-300,u
Nazogen,DIPP-4 PLUS,u
Diakon MR,Kingfloxin,u
Nutri-Aid,RegiCee,u
Talafil,Regivell,u
Colvan,Astrofen,u
Saphciferol-2000,ESSENCEE,u
Extocin,Xylocare,u
Xylocare,Complivit Plus,u
Siderfol,Torval H 320/12.5,u
Anifer,Thiosol,u
Zefifarm,XAMIOL,u
Essenscents,Qortisol,u
Capeceen,Geobactam-1.5,u
Zetron,Clopres,u
Pio-Source,Lexib,u
Norash,Cefitrene 100,u
Saphylline,Lozamex,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Zitabin-200,u
Taksorbet,Cetirid,u
Amapine V 5/160,Geobactam-1.5,u
Naabak,Complivit Plus,u
Zerone-Sul,Tres,u
Rozuhil-20,Eslo 20,u
Amtacil,Ipracare,u
Axbin,Fendexi,u
Ursodynova 300,Kingfloxin,u
Naphcon-A,Belket,u
Regivell,Platikon,u
Atorsaph,Ammocil,u
Pneumocon 13,Torval-80,u
HES-130,Haruvita,u
Aperusvit F,HES-130,u
Medicol I-400,Twinrix Adult,u
Amikate,Krijenta,u
Muconil,ARB,u
Epribenz-10,Platikon,u
Irbenov-300,Medwin,u
Transderm-Nitro 5,Sitixime,u
Esmazol,ARB,u
Diclonac,Ambrogen,u
Giran-16,Norash,u
Atropos,Prixanep-500,u
Acecof,Emizole,u
Triloupe,Olandus ODT 5,u
HES-130,Medwin,u
Cerin-250,Alozure,u
Cortef-250,Geozit,u
Glimesaph T4,Esmazol,u
Rifoxane,Ceftris,u
Unotation,Florvast 80,u
Dorzodin Plus,Prebamin 150,u
Folironplex,HAPI-C + Z,u
Fedpain,Risek 40,u
Elifer,Clavxytin,u
Clonisaph-Inf,Hepses,u
Paraflu,Trimevasc,u
Aldic,Xafariv 15,u
Moxinova CV,Oxalivid 100,u
Eopenem,Emzart 80,u
Cosimetz,Insulyf-30/70 (Biphasic),u
Dafenac,Histacort,u
Symdex-D Forte,Cefolic,u
Transderm-Nitro 5,Ceftris,u
Alsea-E,Plogrel,u
Asvimol,Levesaph,u
Malapine-10,GOMILLIN 500,u
Oxalivid 100,Krijenta,u
Atorsaph,Risek 40,u
Dorzodin Plus,Epribenz-10,u
Flammasul,Triloupe,u
Bacracil,Bluecozone,u
Saver Select,Lox,u
Paraflu,Zerone-Sul,u
Goxsime IV,Ezz-C,u
MON-G C,Prixanep-500,u
Prozin,Eye Glo Relief,u
Amlocare Plus,Providol,u
Maalum,XAMIOL,u
Healthcare Paracetamol (For Export Only),Angimet,u
Saphmustin,Avax,u
Trimevasc,Flucopharm,u
Hematozol 50,Biozart 50,u
Mepracid 40,Thiosol,u
Complivit Plus,CEFTAZIDEN,u
Amikate,Medwin,u
Metdazid,Rondvit Plus C,u
Belara,Cerox,u
Gabasyn,Meditrexed-500,u
Linesave,Bronchonov,u
Mepracid 40,Metacartin,u
Zobexelle,Silgram,u
Sinustap,Gabasaph-300,u
CEFTAZIDEN,Zerone-Sul,u
GOMILLIN 500,Providol,u
Myrevit-B Forte,Bico-120,u
Coxigen-60,Cortef-250,u
Prebamin 150,CFX-200,u
Cerin-250,Ampic-500,u
Elifer,Kedar,u
Simbrinza,Xephyra 30,u
Amlobloc Duo,Medifortan-C Plus Zinc,u
Stanis,Diclonac,u
Awanay Forte,Zenkast,u
Malapine-10,Florvast 80,u
Providol,CIFREM,u
Muskelax,Josilvite,u
Saphylline,Clavxytin,u
Nervilor 150,Varivax,u
Cefitrene 100,Nervcedil,u
Remicade,Ivtig,u
Nicaright,Ranipen,u
Axbin,Xet 20,u
Roxxin,Pio-Source,u
Voriz,Zolvar,u
Histakon,Trimevasc,u
Gofuroxime,Diflu,u
Bico-120,Torval-80,u
Carbastal,Qortisol,u
Onecure,Sanoxime,u
Cefolic,Mepracid 40,u
Fixcure,Cefitrene 100,u
Epribenz-10,Eracef-S,u
Mupisur,Gompsul 750,u
G-PRAZ,Clofina,u
Cavsamir,Rondvit Plus C,u
Gabasaph-300,Lotadim,u
Pause 500,Myrevit-B Forte,u
Linesave,Trenaxin,u
Cerox,Strocit 4 mL,u
Cordizar,Mupifer-C,u
GOMILLIN 500,Fixcure,u
Giran-16,Linesave,u
Trenaxin,Xephyra 30,u
Ipracare,Sybromex,u
Cerox,Udcapro,u
Histakon,Prazobac,u
Colvan,Pranol,u
Anifer,Zenkast,u
Ampic-500,Bactezole,u
Nazogen,Cefukon-DS,u
Endosine,G-PRAZ,u
Zantol,Pantopraz IV,u
Mentra 10,Cistovent,u
SPIRE,Xet 20,u
Glyhart,Preven-Z Gold,u
Asvimol,Cerox,u
Vesogen,Indirab,u
Prazkon,GOMILLIN 500,u
Colvan,Angimet,u
Amlobes,Cefohab,u
Hepses,Benace,u
Onecure,Complivit Plus,u
Malapine-10,Sofenac,u
Amidozil,Erlocip 150,u
DAPA-5,Amtacil,u
Diclonac,Gabasaph-300,u
AMSUL,Rifoxane,u
Zetron,Portemp,u
Cefohab,Cefolic,u
Pause 500,Olangem OD 20,u
Bico-120,Giran-16,u
Robitussin EX,Dexplatin,u
Piorance-15,Xet 20,u
Clofina,Triloupe,u
Unotation,Glocare Plus,u
Decolgen,Glyhart,u
Acrolim 0.1,Telminex-80,u
Taksorbet,Tramicet,u
Docxol,Plasid,u
Muskelax,Maxi-Peel Solution No. 4,u
Hepamedica,Floxsafe,u
Asvimol,HES-130,u
Bactezole,MON-G C,u
Regivell,Emizole,u
MON-G C,Prazkon,u
Kingfloxin,Enervon C,u
Biozart 50,BRILIPAN-20,u
Fendexi,Livertiale,u
Pause 500,Torval H 320/12.5,u
Fulzimed,Hyolax,u
Maxitron,White Flower SR,u
Medicol I-400,Normabrain-800,u
Atussin,Florvast 80,u
Bronchilax,Carbastal,u
Vesogen,Sinustap,u
Cetirid,Floxsafe,u
Hyolax,Apcee,u
Amlobes,Ironse,u
Genoxiclav,Malapine-10,u
Fixcure,Olandus ODT 5,u
Zyrova 20,Cerox,u
Emizole,Axbin,u
Feona FZ,Vigadexa,u
Unotation,Irbenov-300,u
Neurophrine,Onecure,u
Gabasyn,Powermint,u
Drexabion,MON-G C,u
Biozart 50,Omnicure-1,u
Belket,Amtacil,u
Ironse,Ivtig,u
Siderfol,Udcapro,u
Complivit Plus,Oxalivid 100,u
Multibet Plus,Malapine-10,u
Pause 500,Dorzodin Plus,u
Robitussin EX,Medzotam,u
Belara,Voltaren Emulgel 12 Hours,u
Geobactam-1.5,Clavxytin,u
Saphmustin,Medwin,u
Atropos,Zolid Plus,u
Fixcure,Dilantin,u
Prebamin 150,Meditrexed-500,u
Varivax,Xet 20,u
Gliflomet 500 + 5,Pause 500,u
Xet 20,Vertisaph-8,u
Silgram,Unotation,u
Beralipids,Udcapro,u
Vomivert,Feona FZ,u
Prasusafe,Asvimol,u
Astrofen,Aldic,u
Diabee,Pneumocon 13,u
Folart,Trenaxin,u
Forair 250 DPI,Extocin,u
Remicade,Normabrain-800,u
Cefitrene 100,Asvent,u
Klomif,Ammocil,u
Clopres,ARB,u
Parabufen,Fulzimed,u
Glimesaph T4,Biemefrin,u
Trenaxin,Belket,u
Myrevit-B Forte,Khrizcopan 10,u
Xafariv 15,RegiCee,u
Hycortil,Martham,u
G-PRAZ,AFM,u
Amikate,Transmetil,u
Zylura 80,Stanis,u
Vancokin,Pranol,u
Tramicet,Saphixime 200,u
Udcapro,XOVIRAL,u
Healthcare Paracetamol (For Export Only),Polyderm 4,u
Alcoshield Ethyl Alcohol 70% Solution (Armour Boost),Apcee,u
Medicol I-400,Ecolide,u
Kedar,HES-130,u
Stanis,Tacroz Forte,u
Telday H 80/12.5,Varivax,u
Telminex-80,OTOFLOX,u
Gastrosaph,Josilvite,u
Ceftris,Ivtig,u
Amlocare Plus,Coxigen-60,u
Drexabion,Anplat,u
Cilosol 50,Norash,u
Floxsafe,Milgesic Forte,u
Medwin,Neurophrine,u
Gliflomet 1000 + 10,Tramicet,u
Bactezole,Euroxime,u
Metdazid,Gem Pan 1000,u
Cerin-250,Geobactam-1.5,u
Ecolide,Roxime,u
Angimet,Beralipids,u
Valcef,Alozure,u
Dilantin,Metacartin,u
Ammocil,Powermint,u
Saphixime 200,Metdazid,u
Insulyf-30/70 (Biphasic),Acrolim 0.1,u
Clavaxie 312.5 DT,Fevaxid DS 250,u
Duphalac,Mupisur,u
Uriflo-D,Medzotam,u
Acetaffein,GOMILLIN 500,u
